8.000000000000e-01    3.992414041745e-04
9.000000000000e-01    1.363088226865e-03
1.000000000000e+00    2.556890198690e-03
1.100000000000e+00    6.076728518966e-03
1.200000000000e+00    9.072259051160e-03
1.300000000000e+00    1.712932097881e-02
1.400000000000e+00    2.297869060946e-02
1.500000000000e+00    3.729287270356e-02
1.600000000000e+00    4.686818807972e-02
1.700000000000e+00    6.932080241748e-02
1.800000000000e+00    8.356913620714e-02
1.900000000000e+00    1.159444464602e-01
2.000000000000e+00    1.346951160014e-01
2.100000000000e+00    1.749757889243e-01
2.200000000000e+00    1.961805154085e-01
2.300000000000e+00    2.390787857656e-01
2.400000000000e+00    2.607476788732e-01
2.500000000000e+00    3.028347891260e-01
2.600000000000e+00    3.227848970169e-01
2.700000000000e+00    3.607761173911e-01
2.800000000000e+00    3.775981605996e-01
2.900000000000e+00    4.087902300680e-01
3.000000000000e+00    4.224087366075e-01
3.100000000000e+00    4.474328593328e-01
3.200000000000e+00    4.581920771510e-01
3.300000000000e+00    4.777557933900e-01
3.400000000000e+00    4.861193918597e-01
3.500000000000e+00    5.014522804924e-01
3.600000000000e+00    5.080071969523e-01
3.700000000000e+00    5.199904964475e-01
3.800000000000e+00    5.251751113158e-01
3.900000000000e+00    5.346315239732e-01
4.000000000000e+00    5.387451266872e-01
4.100000000000e+00    5.463264861670e-01
4.200000000000e+00    5.496718488969e-01
4.300000000000e+00    5.558852686253e-01
4.400000000000e+00    5.586229978405e-01
4.500000000000e+00    5.637242031600e-01
4.600000000000e+00    5.660050867026e-01
4.700000000000e+00    5.702639027180e-01
4.800000000000e+00    5.721872536210e-01
4.900000000000e+00    5.758197184196e-01
5.000000000000e+00    5.774631022969e-01
5.100000000000e+00    5.805455900096e-01
5.200000000000e+00    5.819450771116e-01
5.300000000000e+00    5.845933327243e-01
5.400000000000e+00    5.858040257683e-01
5.500000000000e+00    5.881068061627e-01
5.600000000000e+00    5.891650400495e-01
5.700000000000e+00    5.911786398035e-01
5.800000000000e+00    5.921106031039e-01
5.900000000000e+00    5.938853119304e-01
6.000000000000e+00    5.946996888008e-01
