tempreature/J                              E                                     Cv                                    m                                  chi
4.250000000000e+00                    -5.626536116323e-01                    3.737207564748e-01                    3.863238742964e-01                    6.996411178567e-04                    
4.300000000000e+00                    -5.623065196998e-01                    3.549422705555e-01                    3.905411585366e-01                    6.545861813409e-04                    
4.350000000000e+00                    -5.485999061914e-01                    3.586823369935e-01                    3.840560506567e-01                    6.453317294094e-04                    
4.400000000000e+00                    -5.366451688555e-01                    3.450783007444e-01                    3.813567073171e-01                    6.284609673983e-04                    
4.450000000000e+00                    -5.379268292683e-01                    3.214416169643e-01                    3.747279549719e-01                    6.314112716125e-04                    
4.500000000000e+00                    -5.227872889306e-01                    3.217079467663e-01                    3.792166979362e-01                    6.149276018447e-04                    
4.550000000000e+00                    -5.232973733583e-01                    3.017087163559e-01                    3.655505393996e-01                    5.786412080088e-04                    
4.600000000000e+00                    -5.037511726079e-01                    2.998307840122e-01                    3.670022279550e-01                    5.682711935277e-04                    
4.650000000000e+00                    -5.058853189493e-01                    2.830484710949e-01                    3.623715994371e-01                    5.668051834268e-04                    
4.700000000000e+00                    -4.914012664165e-01                    2.746446237739e-01                    3.605423311445e-01                    5.504964256491e-04                    
4.750000000000e+00                    -4.870215759850e-01                    2.609352558539e-01                    3.575738742964e-01                    5.185010863832e-04                    
4.800000000000e+00                    -4.823534240150e-01                    2.582408948233e-01                    3.553025328330e-01                    5.337270160889e-04                    
4.850000000000e+00                    -4.671482176360e-01                    2.468965077703e-01                    3.470168855535e-01                    5.126952194742e-04                    
4.900000000000e+00                    -4.687347560976e-01                    2.372878762238e-01                    3.467430816135e-01                    5.078614412090e-04                    
4.950000000000e+00                    -4.725902908068e-01                    2.398007189805e-01                    3.477192776735e-01                    4.764685117642e-04                    
5.000000000000e+00                    -4.588567073171e-01                    2.311423293405e-01                    3.442196294559e-01                    4.802766723811e-04                    
5.050000000000e+00                    -4.506871482176e-01                    2.216182600227e-01                    3.425099671670e-01                    4.680777014846e-04                    
5.100000000000e+00                    -4.429995309568e-01                    2.207783412698e-01                    3.364768996248e-01                    4.602051478022e-04                    
5.150000000000e+00                    -4.350222795497e-01                    2.145664172242e-01                    3.364006801126e-01                    4.588211689124e-04                    
5.200000000000e+00                    -4.330218105066e-01                    2.016786682984e-01                    3.323522514071e-01                    4.487091996708e-04                    
5.250000000000e+00                    -4.358173076923e-01                    1.943038677102e-01                    3.267284240150e-01                    4.352670476880e-04                    
5.300000000000e+00                    -4.252579737336e-01                    1.925882998466e-01                    3.294406660413e-01                    4.338945471835e-04                    
5.350000000000e+00                    -4.223381801126e-01                    1.919317490774e-01                    3.256478658537e-01                    4.180548232011e-04                    
5.400000000000e+00                    -4.111280487805e-01                    1.867202402195e-01                    3.277087242026e-01                    4.171739998792e-04                    
5.450000000000e+00                    -4.081906660413e-01                    1.799643222834e-01                    3.251887898687e-01                    4.166653830619e-04                    
5.500000000000e+00                    -4.142694652908e-01                    1.752639082462e-01                    3.205610928705e-01                    3.979451273163e-04                    
5.550000000000e+00                    -3.964094746717e-01                    1.716146361560e-01                    3.200856003752e-01                    3.894895396670e-04                    
5.600000000000e+00                    -3.931261726079e-01                    1.696975263878e-01                    3.180827861163e-01                    3.854232088358e-04                    
5.650000000000e+00                    -3.964270637899e-01                    1.616507180948e-01                    3.200803236398e-01                    3.925745075697e-04                    
5.700000000000e+00                    -3.877603189493e-01                    1.575824536478e-01                    3.158178939962e-01                    3.681652025515e-04                    
5.750000000000e+00                    -3.808137898687e-01                    1.529166200685e-01                    3.146792917448e-01                    3.698032193847e-04                    
5.800000000000e+00                    -3.818996247655e-01                    1.534735932450e-01                    3.103470919325e-01                    3.598247070845e-04                    
5.850000000000e+00                    -3.649202626642e-01                    1.504051310527e-01                    3.083448639775e-01                    3.474710621690e-04                    
5.900000000000e+00                    -3.743703095685e-01                    1.436177518278e-01                    3.065830206379e-01                    3.453487867793e-04                    
5.950000000000e+00                    -3.671036585366e-01                    1.451107695826e-01                    3.068163696060e-01                    3.414860723599e-04                    
6.000000000000e+00                    -3.592647748593e-01                    1.432023972534e-01                    3.036714352720e-01                    3.365723275864e-04                    
6.050000000000e+00                    -3.540877110694e-01                    1.370707635798e-01                    3.023856707317e-01                    3.356140720879e-04                    
6.100000000000e+00                    -3.498968105066e-01                    1.372885405742e-01                    3.024806519700e-01                    3.240002607218e-04                    
6.150000000000e+00                    -3.538168386492e-01                    1.301963547952e-01                    3.016586538462e-01                    3.208733286519e-04                    
6.200000000000e+00                    -3.548639774859e-01                    1.302730773914e-01                    3.016563086304e-01                    3.231046424704e-04                    
6.250000000000e+00                    -3.410260318949e-01                    1.263073770825e-01                    2.956953564728e-01                    3.152200859040e-04                    
6.300000000000e+00                    -3.373721857411e-01                    1.226277646885e-01                    2.960893527205e-01                    3.079227366515e-04                    
6.350000000000e+00                    -3.395755159475e-01                    1.197077257032e-01                    2.967219746717e-01                    3.006357223513e-04                    
6.400000000000e+00                    -3.348381801126e-01                    1.164117025991e-01                    2.970895872420e-01                    2.915483224860e-04                    
6.450000000000e+00                    -3.317694652908e-01                    1.181929043651e-01                    2.954924953096e-01                    2.926339692256e-04                    
6.500000000000e+00                    -3.265701219512e-01                    1.139651073177e-01                    2.930071529081e-01                    2.920602192553e-04                    
6.550000000000e+00                    -3.283161350844e-01                    1.115946176485e-01                    2.897672373358e-01                    2.866931487869e-04                    
6.600000000000e+00                    -3.294535647280e-01                    1.127042717161e-01                    2.906420028143e-01                    2.800895755613e-04                    
6.650000000000e+00                    -3.261397748593e-01                    1.111818739984e-01                    2.895028142589e-01                    2.799709562991e-04                    
6.700000000000e+00                    -3.239176829268e-01                    1.049091430024e-01                    2.883771106942e-01                    2.746607277164e-04                    
6.750000000000e+00                    -3.175398686679e-01                    1.061885391014e-01                    2.832381566604e-01                    2.798648495575e-04                    
6.800000000000e+00                    -3.164610694184e-01                    1.021195196688e-01                    2.860178236398e-01                    2.678597903096e-04                    
6.850000000000e+00                    -3.089364446529e-01                    1.004655770755e-01                    2.856027204503e-01                    2.627291553666e-04                    
6.900000000000e+00                    -3.042483583490e-01                    1.010513470760e-01                    2.827069652908e-01                    2.553091792760e-04                    
6.950000000000e+00                    -3.062992495310e-01                    9.687254198705e-02                    2.806097560976e-01                    2.492779556672e-04                    
7.000000000000e+00                    -3.057457786116e-01                    9.670346480239e-02                    2.826571294559e-01                    2.554905454679e-04                    
7.050000000000e+00                    -3.004737335835e-01                    9.473223353839e-02                    2.775498358349e-01                    2.499459091356e-04                    
7.100000000000e+00                    -2.969406660413e-01                    9.456838640612e-02                    2.792307692308e-01                    2.484467623769e-04                    
7.150000000000e+00                    -2.954573170732e-01                    9.009848690347e-02                    2.810969746717e-01                    2.429285453404e-04                    
7.200000000000e+00                    -2.899788930582e-01                    8.830646811082e-02                    2.794987101313e-01                    2.372237502308e-04                    
7.250000000000e+00                    -2.925938086304e-01                    8.900339344930e-02                    2.764569652908e-01                    2.422712211122e-04                    
7.300000000000e+00                    -2.900234521576e-01                    8.706557690654e-02                    2.772871716698e-01                    2.373195979448e-04                    
7.350000000000e+00                    -2.891287523452e-01                    8.571868101172e-02                    2.796112804878e-01                    2.354162340485e-04                    
7.400000000000e+00                    -2.849167448405e-01                    8.588466889078e-02                    2.732363977486e-01                    2.354626414834e-04                    
7.450000000000e+00                    -2.827251407129e-01                    8.229781120444e-02                    2.734351547842e-01                    2.276257575708e-04                    
7.500000000000e+00                    -2.782270168856e-01                    8.270854837745e-02                    2.756296904315e-01                    2.269458646075e-04                    
