5.000000000000e-01    6.589725525200e-05
5.500000000000e-01    1.496848713873e-04
6.000000000000e-01    4.173756401496e-04
6.500000000000e-01    6.584824439094e-04
7.000000000000e-01    1.503064357792e-03
7.500000000000e-01    2.476940071131e-03
8.000000000000e-01    4.753070660365e-03
8.500000000000e-01    6.203685825374e-03
9.000000000000e-01    9.786557978799e-03
9.500000000000e-01    1.245163804572e-02
1.000000000000e+00    1.858267139858e-02
1.050000000000e+00    2.222011352699e-02
1.100000000000e+00    3.044369764443e-02
1.150000000000e+00    3.541642717487e-02
1.200000000000e+00    4.616000531857e-02
1.250000000000e+00    5.250833722696e-02
1.300000000000e+00    6.678896798373e-02
1.350000000000e+00    7.534484655717e-02
1.400000000000e+00    9.394996250275e-02
1.450000000000e+00    1.045752860310e-01
1.500000000000e+00    1.274100945215e-01
1.550000000000e+00    1.399954580071e-01
1.600000000000e+00    1.671861776045e-01
1.650000000000e+00    1.829136662837e-01
1.700000000000e+00    2.163344156682e-01
1.750000000000e+00    2.349251269599e-01
1.800000000000e+00    2.742453435866e-01
1.850000000000e+00    2.960195963891e-01
1.900000000000e+00    3.421582113736e-01
1.950000000000e+00    3.679981299456e-01
2.000000000000e+00    4.229732276308e-01
2.050000000000e+00    4.528710613802e-01
2.100000000000e+00    5.151836020873e-01
2.150000000000e+00    5.475182068148e-01
2.200000000000e+00    6.124264006531e-01
2.250000000000e+00    6.428932179520e-01
2.300000000000e+00    6.999571212170e-01
2.350000000000e+00    7.251413486344e-01
2.400000000000e+00    7.715604357401e-01
2.450000000000e+00    7.916889339322e-01
2.500000000000e+00    8.281832078001e-01
2.550000000000e+00    8.442063131677e-01
2.600000000000e+00    8.739931757317e-01
2.650000000000e+00    8.872547013727e-01
2.700000000000e+00    9.119982440592e-01
2.750000000000e+00    9.231915833859e-01
2.800000000000e+00    9.442665995833e-01
2.850000000000e+00    9.538306969832e-01
2.900000000000e+00    9.719120385856e-01
2.950000000000e+00    9.801734488562e-01
3.000000000000e+00    9.957936082272e-01
3.050000000000e+00    1.003016395295e+00
3.100000000000e+00    1.016803140835e+00
3.150000000000e+00    1.023174674260e+00
3.200000000000e+00    1.035336773470e+00
3.250000000000e+00    1.040929300287e+00
3.300000000000e+00    1.051626006253e+00
3.350000000000e+00    1.056615505134e+00
3.400000000000e+00    1.066196934602e+00
3.450000000000e+00    1.070685213526e+00
3.500000000000e+00    1.079273743527e+00
3.550000000000e+00    1.083301203854e+00
3.600000000000e+00    1.091066622318e+00
3.650000000000e+00    1.094708977845e+00
3.700000000000e+00    1.101732888009e+00
3.750000000000e+00    1.105030636974e+00
3.800000000000e+00    1.111383434615e+00
3.850000000000e+00    1.114389367002e+00
3.900000000000e+00    1.120203598948e+00
3.950000000000e+00    1.122940481049e+00
4.000000000000e+00    1.128236062763e+00
4.050000000000e+00    1.130751845991e+00
4.100000000000e+00    1.135621685917e+00
4.150000000000e+00    1.137923626258e+00
4.200000000000e+00    1.142391945386e+00
4.250000000000e+00    1.144512284786e+00
4.300000000000e+00    1.148623546187e+00
4.350000000000e+00    1.150583394428e+00
4.400000000000e+00    1.154387962130e+00
4.450000000000e+00    1.156193694401e+00
4.500000000000e+00    1.159703076097e+00
4.550000000000e+00    1.161382653218e+00
4.600000000000e+00    1.164643789664e+00
4.650000000000e+00    1.166203176203e+00
4.700000000000e+00    1.169241057043e+00
4.750000000000e+00    1.170687732001e+00
4.800000000000e+00    1.173501839076e+00
4.850000000000e+00    1.174857344201e+00
4.900000000000e+00    1.177499662317e+00
4.950000000000e+00    1.178762459091e+00
5.000000000000e+00    1.181227495631e+00
5.050000000000e+00    1.182412779548e+00
5.100000000000e+00    1.184724478100e+00
5.150000000000e+00    1.185834017961e+00
5.200000000000e+00    1.188000064826e+00
5.250000000000e+00    1.189039376722e+00
5.300000000000e+00    1.191067160422e+00
5.350000000000e+00    1.192044168018e+00
5.400000000000e+00    1.193957887930e+00
5.450000000000e+00    1.194878331674e+00
5.500000000000e+00    1.196676420968e+00
5.550000000000e+00    1.197543629842e+00
5.600000000000e+00    1.199237024652e+00
5.650000000000e+00    1.200054731172e+00
5.700000000000e+00    1.201654958054e+00
5.750000000000e+00    1.202426889530e+00
5.800000000000e+00    1.203938445404e+00
5.850000000000e+00    1.204668399241e+00
